순번,발생 일시,발생 유형,현업 부서,단계,이슈 발생 보고,대응 결과
92,2022-10-06,언론 문의,,관심,"카작에서 당사 등이 참석한 행사가 10월 4일에 있었음.(당일 로컬 프레스들 대거 참석 및 외신 이미 나왔었음)
공공프로젝그룹이랑 확인했으며,
한국의 sac 라는 회사와 행사 함께 참석(철강 클러스터 만드는 사업 기공식 행사)
SAC라는 회사가 플랜트 설비업체인데, 이쪽의 에이전시로 당사가 업무합니다. 에이전트로서 카작 발주업체랑 협력하여 진행합니다. MOU등도 함께 체결할 예정이라고 합니다. 참고로 카자흐스탄이 철강 클러스트를 만드는 사업입니다. 그 때문에 저희와 SAC도 들어가고. 현대로템 같은 곳도 별개로 들어가 발주처랑 계약하고 있는 상황입니다. 또한 저희와 SAC는 과거 러시아와 우즈벡 등지에서 함께 수주한 경험들도 있다고 합니다. * 다만, 저희가 주도도 아니고 에이전트로 큰 프로젝트중 아주 일부만 하고 있는지라 영업에서는 당장 기사화는 아닌것 같다는 의견이 있었습니다. ","더구루 : 당사 카자흐스탄 합금 클러스터 추진

https://www.theguru.co.kr/news/article.html?no=43175"
93,2022-10-07,보도자료,,관심,"포스코인터내셔널, 우즈베키스탄에 '청소년 교육센터' 준공",
94,2022-10-07,언론 문의,,주의,"1. 기자질문
   1) 포인터가 건설협회 사이트상 지불 수주실적 없는데 맞는지?
   2) 스틸라이프라는 회사랑 컨소시엄 체결 진짜 안했는지?

2. 당사 답변
   1) 당사에서는 건물지붕/외벽 수주실적 있으나, 과거 시공실적을 건설협회에 등록하지는 않았었고 참고로 23년초에 등록할 예정임. 다만 낙찰자 선정 등에 대한 부분은 공사나 시공사측 판단이므로 자세한 사항은 발주처에 문의해주시기 바람.
   * 참고로 제가 별도로 알아보니 시공실적 등록 안했다고 해서 법적으로 문제가 있는것도 아님.(회사의 자율의지임)

  2) 스틸라이프와 컨소시엄 체결한 바 없음
   * FACT : 스틸라이프가 아닌 스틸라이트와 컨소시엄 했음(각각 다른회사임) -> 공사나 시공사에서도 동일하게 답변하고 있으면 굳이 스틸라이트와의 컨소시엄 얘길 추가로 해줄 생각이 없기에 당사도 동일한 선상에서 대응 예정.

결론 : 심플하게 답변하겠으며 자세한건 시공사나 공사측에 문의하라고 답변하겠습니다. (당사는 해당 프로젝트에 있어 사이드인 상황)

<추가질문>
1) 국토교통부 담당자는 올해부터는 금속구조물ㆍ창호ㆍ온실공사업과 지붕판금ㆍ건축물조립공사업종이 통합돼 포스코인터내셔널의 지붕 공사 수주가 가능하지만, 지난해까지는 포스코인터내셔널이 금속구조물ㆍ창호ㆍ온실공사업 면허만 가지고 있었기에 2021년까지는 지붕 공사 수행이 법적으로 불가능하다는 의견입니다. 포스코인터내셔널이 2021년 이전에 지붕판금ㆍ건축물조립공사업 자격(면허)이 있었는지와 2019, 2020, 2021년도에 지붕 공사 실적이 있었는지 문의드립니다.

2) 스틸라이프와 컨소시엄 사실이 없다고 답변주셨는데 인천공항 4단계 지붕 공사 수주 건과 관련해 직접 해당 공사를 시공하실 계획인지 문의드립니다. 아니면 재하청이나 다른 기업과 컨소시엄을 했거나 또는 추후 재하청 및 컨소시엄 계획이 있는지 문의드립니다.",아시아투데이 기자 문의
95,2022-10-10,,,관심,우크라이나 해상 물류 재개…도로·항공은?,더구루
96,2022-10-11,언론 문의,,관심,"1) 당사 우크라이나 지사/법인 주재원들의 위치 : 우크라이나? 외부?
  - 당사 주재원은 전원 폴란드 거주

2) 비 우크라이나에 있다면, 주재원들이 다른 인근 국가로 이동한 게 아니고 아에 철수한 것인지?
  - 철수 아니며 폴란드에서 현지 직원들 및 기존 거래선들과 교신하며 업무 수행 중

3) 사업 중단인 거면 아예 철수할계획이 있으신가요?
  - 사업 중단 아님

4) 우크라이나에 현지 직원 아예 없나요? 
  - 대부분의 글로벌 스태프는 우크라이나 거주중이며, 재택근무 중

5) 러-우 전쟁 장기화에 따른 전략 혹은 회사 방침은 뭘까요?
  - 우크라이나 전쟁 상황 모니터링하고 있으며, 종전 후 정상화 추진 예정",아시아경제 기자 문의
97,2022-10-14,,,관심,종합상사 '무역첨병' 옛말…글로벌 사업회사 변신,EBN
98,2022-10-18,,,관심,"포스코모빌리티솔루션, 부산진해경자구역에 첨단물류센터 신설",머니투데이
99,2022-10-19,,,관심,미얀마 군함 불법 수출' 포스코인터 관계자 등 14명 입건,MBC
100,2022-10-19,언론 문의,,위험,"연초
'1. 포스코인터내셔널이 공급한 선박은 다목적 지원선으로 다목적 지원선은 선박 분류상 영국 Lloyed 선급 상선 기준이 적용되는 비무장 상선으로 군함으로 분류될 수 없음. 
2. 해당 선박 공급은 2016년 4월 아웅산 수지 대표가 국가고문으로 취임한 이후 미얀마 민선 정부 차원의 요청으로 다목적 지원선의 구매를 요청하여 진행한 건임.
3. 해당 선박은 다목적 지원선으로 인도적 지원 용도임. 구체적으로는 자연재해 발생시 구호물자와 인력을 수송하는 것임. 해당 선박을 제작한 대선조선 역시 군함을 생산할 수 있는 조선업체게 아니며, 방위사업청 군함 제작사에도 포함되어 있지 않음.
4. 미얀마 군이 본건 선박을 군용으로 사용하고 있다는 주장에 대하여 이는 회사가 본건 선박을 계약조건에 따라 인도 이후에 발생한 사항으로 회사가 관여하거나 통제할 수 있는 사정이 아니고, 회사가 이러한 사정을 예견할 수 있지도 않았음.

1) 다목적지원선은 영국 Lloyd의 상선 선급으로 분류되어 전투함에 해당하지 아니함이 명백함
2) 미얀마 해군이 해당 선박의 용도가 대민지원용임을 확인한 확약서를 제공하였음
3) 선박의 기술사양은 미얀마 해군과 대선조선간에 직접 협의하였고 포스코인터는 이에 관여한바가 없다는 점을 고려할 때 포스코인터는 적법절차에 따라 수출허가를 취득한 것으로 판단됨

조사 중인 사안이라 상세한 내용을 언급할 수는 없지만, 적법 절차에 따라 수출 허가를 받았다'
기자 문의가 오면 1년6개월간 진행된 수사로 뉴스가 아니다는 점을 강조해주세요.  혐의가 확실했다면 벌써
끝났겠지요.

17년 2월 대선조선 독자 사업 추진 당시, 방위사업청에 제출한 자료에 무장 탑재된 군용 SPEC 선박으로 오해할 수 있는 도면이 포함되어 있었음. (실제로는 무장 탑재된 군용 사양 아님)

17년 3월경, 방위사업청의 수출 보류 판정 후, 대선조선 사업 참여 요청下(참여요청 사유: 대선조선 측 계약이행보증 능력이 없어 계약 취소됨) 당사가 동 사업을 원점에서 검토시, 미얀마 해군 및 대선조선으로 부터 군용 SPEC이 아니라 대민지원 용도를 확인한 후 사업 추진을 결정함. 

17년 6월 13일 미얀마 해군대표단이 방위사업청 방문하여 동 선박의 구매 목적을 대민지원용이라고 소상히 밝혔고, 최종사용자 확약서 등의 정부 공식 서류를 통하여 자신들의 구매목적을 확인한 바 있음. 
17년8월 방위사업청은 유관 부서와 선박 SPEC에 대한 면밀한 검토와 연관 사항들에 대한 협의를 진행한 후, 수출 가능으로 입장을 선회함.
방위사업청도 이슈 발생후 2021년 4월 15일 언론보도를 통하여  다목적지원선 수출의 경우, 적법한 절차를 거쳐 수출 허가가 발급된 것임을 확인해준 바 있음. 
다목적지원선은 영국 Lloyd급 상선 SPEC으로 설계, 건조되었음이 본 건 선박을 검수한 영국 Lloyd Register로부터 확인된 바 있으며, 동 선박을 건조한 대선조선의 경우, 군함을 생산할 수 있는 조선업체가 아니며 방위사업청의 군함 제작사에도 포함되어 있지 않음. 
결론적으로, 회사가 공급한 MPSV 선박은 군용목적이 아니고 계약서에 표기된 일부 표현이 삭제된 것은 대민지원 목적에 따른 품목이나 내용에 반하기 때문에 수정이 된 것임.
위 삭제한 것도 방사청의 품목 심사관의 표현에 대한 수정, 삭제 안내에 따라 수정, 삭제 한 것이지 회사가 부정한 방법으로 방사청을 속여 수출허가를 득하려는 것이 아님 [명확한 증거 有]

<MBC 보도관련:10.19>
* 미얀마 전직 해군이 한국에서 훈련 받는 경위에 대한 해명
- 선박건조 계약서에 따라 선박 운용방법, 기기조작, 정비 등을 일정기간 사용자에게 교육시켜야 할 의무가 있음.
- 계약에 의거 선박 제조사인 대선조선이 정비교육을 담당했는데, 보도된 ""탱크를 싣고 내릴 수 있는 통제장치""와 같은 무기관련 교육한 사실이 없고 순수 정비교육이었음. 
- 선박 인도 후 미얀마에서 발생한 선박의 무장화나 선박을 활용한 군사훈련 등은 계약 밖의 일로 당사와 무관함.","MBC기자 문의
https://imnews.imbc.com/news/2022/society/article/6418712_35673.html

확대"
101,2022-10-20,,,관심,"처음부터 군함이었다‥경찰, 수사 착수",MBC
102,2022-10-20,,,관심,"종합상사, 경기침체에도 고공비행",헤럴드경제
103,2022-10-20,,,관심,"""포스코 덕분""… 공동연구로 제품개선·판로개척까지 '척척'",파이낸셜뉴스
104,2022-10-20,언론 문의,,주의,"1. 올해 포스코인터가 외벽이 아닌 지붕공사 수행한 게 있는지, 있다면 건수와 각각 금액 문의드립니다.

2. 우리나라 관문인 인천공항에 지붕 전문 주력업체가 아니었던 포스코인터와 지붕공사 실적이 없는 신생업체 스틸라이트가 설치하는데 대해 우려가 제기됩니다. 이에 대한 입장 부탁드립니다.

우린 자재공급사라는 점을 강조할 필요가 있을 것 같습니다.
우리가 건설업체가 아닌데 무슨 공사?

답변)
당사는 지붕공사 실적은 없으나 외벽판넬 공사를 수행한 실적들이 있어 이를 유사실적으로 판단한 건설사의 초청으로 입찰에 참여했음. 

또한 컨소시엄 관련, 당사는 관련 ‘자재수급’에 대한 역할을 하고 스틸라이트는 현장시공을 담당하는 것으로 되어 있음. 
참고로 스틸라이트에는 기존 공항 공사 경험이 있는 다수의 인력들이 소속되어있음. 

이러한 상황에 대해 발주자측에서 인정하고 승인하여 공사를 진행중에 있습니다.",아시아투데이 기자 문의
105,2022-10-21,,,관심,[재계 프리즘] 위기 속에 변신한 포스코인터내셔널,이투데이
106,2022-10-21,,,관심,"""방사청이 변경 지시""‥관계부처 실무협의도 열어",MBC
107,2022-10-21,,,관심,"포스코인터내셔널, 싱가포르 계열사에 3.2조 규모 LNG 공급 계약",이데일리
108,2022-10-24,,,관심,"가스에 웃고 철강에 울고… 포스코인터, 3분기 영업익 1970억원",조선비즈
109,2022-10-25,,,관심,"""포스코인터내셔널, 높아진 이익체력 확인""",아시아투데이
110,2022-10-26,보도자료,,관심,"이스틸포유, '철강-건설 전자상거래 플랫폼 비즈니스 업무협약' 체결",철강금속신문
111,2022-10-26,,,관심,“미얀마 민주화 투쟁은 ‘현재진행형’이니 잊지 말아주세요”,한겨레
112,2022-10-30,,,관심,"포스코인터내셔널, 에너지 합병으로 '초대형 회사' 탈바꿈",파이낸셜뉴스
113,2022-10-31,,,관심,"종합상사, 'R 공포'에 트레이딩 부진 불구 자원 등 사업다각화로 만회",뉴스1
114,2022-11-01,보도자료,,관심,"포스코인터내셔널, 꿈의 이동수단 '하이퍼루프' 현실로",
115,2022-11-03,,,관심,포스코인터·에너지 4일 합병 주총…매출 40조 핵심 계열사로,서울경제
116,2022-11-03,,,관심,"경기 침체에도…종합상사, ‘사업 다각화’로 실적 호조 지속",이데일리
117,2022-11-04,보도자료,,관심,포스코인터내셔널 “포스코에너지 합병 후 3년 간 3.8조 투자”,
118,2022-11-04,,,관심,"[특징주] 포스코인터내셔널, 포스코에너지 흡수합병 승인에 '급등'… 8%↑",머니S
119,2022-11-04,,,관심,"포스코인터, 자율근무제 도입…""출퇴근 마음대로""",뉴시스
120,2022-11-06,,,관심,"포스코·LX인터내셔널, 경기 한파에도 연간 영업익 '1조' 눈앞",파이낸셜뉴스
121,2022-11-07,언론 문의,,관심,"10차전략수급계획안에 따르면 향후 2050년까지 국내 LNG 발전량이 과잉일 것이라 예상하고 있다. 광양과 당진에 향후 터미널 및 저장탱크를 새롭게 지을 것이라고 하였는데, 과잉투자되는 것은 아닌가?

<대응 스테이트먼트>
. LNG 저장공간 증설계획은 발전용 뿐만 아니라 제철/화학/수소/트레이딩 등 그룹 전체 LNG수요를 고려한 것입니다.
. 태양광, 풍력 등 재생에너지 발전량 증가에 따라 LNG발전량 자체는 향후 감소할 수 있지만, 태양광/풍력발전은 기후의 영향 등으로 간헐성 이슈가 많이 발생하기에, LNG발전 용량은 여전히 증가할 것으로 전망됩니다. 대기중인 LNG발전소 증가에 따라 LNG 저장공간도 함께 증가될 것으로 보입니다.

<참조. P-에너지측 답변> 
. 광양/ 당진 건설 계획은 114만㎘입니다.
. 광양 #6 Tank(20만㎘) 24년, #7, 8 Tank(40만㎘) 25년 준공 예정이고, 당진 #1, 2 Tank(54만㎘)는 26년 준공 예정입니다.
. 기존 포스코에너지는 LNG발전 사업자용 뿐만 아니라 제철/화학/제조용 LNG 직도입 증가 대응과 당사 Trading 및 연계사업 확대를 위한 터미널 증설 계획을 수립하여 추진중입니다. 향후 수소 사업을 대비한 계획도 준비하고 있습니다.

<참조. P-인터내셔널측 설명>
 우리나라의 천연가스 수요는 동고하저의 패턴이 뚜렷하여 하절기에는 저장공간이 부족하고 또 겨울철에는 LNG재고가 부족한 상황이 매년 반복적으로 나타나고 있습니다. 이에 가스공사는 재고부족분을 채우기 위해서 민간 LNG사업자의 재고를 차입하기도 합니다. 안정적인 천연가스 공급을 위해서 LNG저장용량을 더 늘려 천연가스의 안정적인 공급을 위한 기반을 조성해야합니다. 

 신재생에너지, 특히 태양광과 풍력발전은 기후의 영향을 많이 받아 발전량을 장기적으로 정확히 예측하기에 어려움이 많습니다. 이를 간헐성 이슈라고 부릅니다. 신재생에너지에서 생산되는 전력이 감소하는 경우 안정적이고 중단없는 전력 공급을 위하여 LNG 발전이 항상 대기하고 있어야 하는 구조입니다. 대기 중인 LNG발전소가 증가하게 되면 그 연료인 LNG의 재고도 같이 증가하여야 발전량에 대응할 수 있습니다. 향후 탄소중립정책이 추진되면서 LNG발전량의 예측이 더 불확실해지게 되고 이에 따라 LNG의 재고량이 현재보다 더 증가하게 됩니다. 이를 저장할 수 있는 저장탱크의 용량도 같이 증가되어야 할 것입니다.","전기신문 윤병효 기자
기자 게재"
